  18208. -.524859915 -2.97207276
  18208.  7.97451814  .688318507
  18208. -3.10400796 -3.01225695
  18208.  7.92817982  .510612806
  18208.  4.50028982 -4.83345665
  18208. -7.42515777 -4.7697303
  18208. -10.370103  5.29499022
  18208.  8.9747608  6.79720103
  18208. -2.53817114 -4.75053285
  18208. -2.08553594  5.42442889
  18208. -8.3137506 -3.87109674
  18208. -5.52379679  4.66744256
  18208.  11.040627  2.91703119
  18208.  3.84049654  3.31197752
  18208.  8.67745192  1.88628621
  18208. -6.04985558 -2.48174652
  18208. -.443086552 -.677304732
  18208.  6.59227588  4.63807517
  18208. -9.53944755 -.229890751
  18208.  11.3594063  1.01768406
  18208.  7.81611079 -7.39477195
  18208. -3.08776755  2.76153383
  18208.  2.46653092 -5.35551588
  18208. -3.98366221  6.11007042
  18208. -10.7899315  1.71184776
  18208. -11.0476566  .600664819
  18208.  7.89167514  2.75497382
  18208. -1.18772923 -2.13646399
  18208. -1.23157011 -.521164025
  18208.  6.42455792  4.66281539
  18208. -10.6407293  3.50967217
  18208.  9.56647683  6.6981813
  18208. -7.83380888  1.77279684
  18208.  .336945494  1.33877861
  18208.  6.61499028 -.732825133
  18208. -8.0660365  1.0792349
  18208. -4.72294763 -.730992122
  18208. -10.0510839  3.1005279
  18208. -3.03522028 -.500003111
  18208.  6.84212178 -4.81715664
  18208.  5.01144652 -3.35467998
  18208. -9.0834373  .0265235076
  18208.  2.1803229 -1.72688753
  18208.  8.19196669  4.85535906
  18208. -9.03735232  6.04688027
  18208.  8.87276746 -6.63546647
  18208. -6.90701405 -6.26754355
  18208.  10.0714323 -1.83807831
  18208. -.649591539 -3.35301927
  18208.  1.87369178 -.22477429
  18208.  11.6398563  2.58790432
  18208. -4.5612764  3.78259685
  18208. -6.32452021  4.1336038
  18208.  1.26938072 -1.79078886
  18208. -4.45535123  2.17775406
  18208.  11.5299052  1.92173311
  18208.  5.78293102  4.57378161
  18208.  1.20052884  1.94627374
  18208.  9.52535471  2.86809975
  18208.  7.69064447 -7.14053899
  18208. -1.4244255 -.0868194107
  18208. -5.96970595  3.54932554
  18208. -7.02201768 -4.96988991
  18208. -11.7444696 -4.82653575
  18208.  3.56661892 -.880358999
  18208.  9.32090061  3.36013338
  18208. -1.86438922  4.91359197
  18208.  1.85577303 -1.97633616
  18208. -.0459372461  2.93886357
  18208.  9.78045488  3.85986511
  18208.  3.11430352  5.57895425
  18208. -8.52634844  2.47381688
  18208. -1.45810323  3.63826503
  18208. -8.01586588  2.24835643
  18208.  4.02319538 -1.24846087
  18208.  7.20868699 -4.53182432
  18208.  5.83850682  4.38132266
  18208. -7.32008826 -.575849272
  18208. -4.8290904  3.14771063
  18208. -2.5312142  2.78804053
  18208. -9.80566233 -6.0322971
  18208.  1.72010938 -4.82172139
  18208.  11.7473624  2.75771766
  18208. -11.1261847  5.00658808
  18208. -7.08401833 -2.93017822
  18208.  1.6952755  .522253703
  18208.  2.81732022 -.116865374
  18208.  8.89320416  .881279234
  18208.  4.69838891 -1.95899174
  18208. -5.76893211  4.73661985
  18208.  .546882257  4.43153502
  18208. -8.65107056 -2.62751215
  18208.  6.31691351  6.61610802
  18208.  .154318302 -5.48272632
  18208.  5.83428537  7.33770007
  18208.  4.97669515 -.110347504
  18208.  10.1723411 -2.07898025
  18208.  8.66611682  5.31823378
  18208.  4.97593044 -4.95706363
  18208.  6.04879246  4.76539765
  18208. -10.5541707 -4.5057996
  18208.  6.48520075 -3.67192166
  18208.  1.07147021  6.48966936
  18208. -11.6880505 -1.49934561
  18208. -.228195489  3.84691972
  18208.  10.6126242 -4.65414252
  18208. -10.3321818  3.46615653
  18208.  8.82137176 -.296451238
  18208. -1.72336831 -.242556117
  18208.  5.21712524  4.62747336
  18208.  10.2522812  1.32233441
  18208. -9.22529605 -6.40967599
  18208. -4.57365491  3.09089398
  18208. -6.24048001  .177488426
  18208. -11.4274377  .0116803917
  18208. -10.9087923  3.91056873
  18208. -5.31934755  1.10512434
  18208.  9.94037148 -4.07413882
  18208. -7.20892759 -.222904792
