  29283.2043 -.950997714 -.831398895
  29283.1502 -2.26102842 -.718701497
  29282.0553  .858174507  1.55995321
  29283.1232 -4.83157149 -.662649564
  29282.8817  2.33653733 -.159885906
  29283.1374 -1.96357668 -.692049149
  29282.4113  2.69157837  .819147535
  29282.7996  4.6576398  .010988243
  29283.2038 -3.45535079 -.830225885
  29283.2099  3.17096886 -.843052179
  29283.3935 -.449775432 -1.22504326
  29282.7307  .573411379  .154366465
  29283.0788 -1.6013599 -.57006874
  29282.9937  2.51409891 -.393071985
  29281.9512 -1.08822639  1.77663142
  29283.4672 -4.51388867 -1.37844763
  29282.2826 -2.22536557  1.08685761
  29282.4382  2.56267466  .763195921
  29283.7646 -.334125271 -1.99744608
  29282.0633 -2.10073259  1.54337193
  29283.7593  .771278935 -1.98643975
  29282.9143 -1.69538902 -.227677501
  29282.467  3.23267664  .70315449
  29283.5722 -3.72273583 -1.59699796
  29282.9979  .308176554 -.401720291
  29282.3851  .231226616  .873524839
  29282.2299  2.76598276  1.19660797
  29283.0731 -2.26525152 -.558220989
  29283.6458 -4.39958664 -1.75011634
  29282.6079  3.58256025  .409948382
  29282.6774 -.406868182  .265171368
  29282.8431  3.23797734 -.0795446144
  29282.1845 -2.30071034  1.29111934
  29282.4892  4.087827  .657032719
  29282.4078  2.6512282  .82643424
  29283.7272 -2.68909855 -1.91965321
  29283.7102  1.9174785 -1.8843163
  29283.0647  3.75530732 -.540765202
  29281.9415 -4.82178329  1.79675906
  29283.6688  .031487355 -1.79810721
  29282.61 -.844108608  .405489011
  29282.0002 -2.48678298  1.67469732
  29282.7468  4.12764599  .120766146
  29283.3315  3.45556022 -1.09609499
  29283.7038 -2.60654346 -1.87081913
  29281.9492 -4.5172544  1.78079621
  29283.26 -.929116321 -.947163884
  29282.5335  1.41245108  .564794021
  29283.6664  3.04442093 -1.79305534
  29282.3371  1.82272046  .973446317
  29281.8402  2.78415824  2.00769214
  29283.2182 -2.85579348 -.860244888
  29283.141 -3.52893877 -.69964677
  29282.7812 -4.73748826  .0491738042
  29283.6273  1.52891423 -1.71166579
  29282.6755  1.56167118  .269318185
  29282.5792  .771780464  .469697782
  29283.3812 -2.13793143 -1.19948239
  29283.1577  .239781783 -.734323652
  29283.4686  4.52264411 -1.38139783
  29283.4051 -.641903033 -1.24917573
  29283.2244 -2.53498582 -.873182317
  29282.009 -.267039272  1.65626735
  29282.3773  3.56760263  .889741417
  29283.1383 -3.97776616 -.69404148
  29282.7981  1.6519647  .0139801978
  29282.1796 -.910592455  1.30137543
  29283.0446 -1.83260831 -.49897623
  29283.4663 -.462641873 -1.37664181
  29282.7923 -4.87351179  .0262267847
  29283.7721 -4.27661748 -2.01311071
  29282.23  .882537066  1.19645008
  29283.7102  .14870575 -1.88414337
  29282.9352 -4.75929248 -.271274742
  29283.5214  1.40664884 -1.49135204
  29283.5575  2.79019278 -1.56633278
  29283.0896 -4.04439126 -.592581531
  29282.0345  4.88018976  1.60320088
  29281.8653 -.768958923  1.95544863
  29282.2691  1.28566535  1.11505396
  29282.8641  2.27674345 -.123197343
  29282.5811  4.27375361  .465675799
  29281.9176 -.0866430663  1.84649017
  29283.0848  .599582567 -.582642176
  29283.3436  4.27622694 -1.12133664
  29282.5629 -2.66085978  .503520207
  29283.4718  4.02262858 -1.38796837
  29282.6428 -.37653159  .337351521
  29281.925  .159899508  1.83110641
  29281.8585  1.48835399  1.96950345
  29282.6309 -2.42579084  .361974906
  29282.5237  3.4963735  .585156367
  29283.1679 -1.72442049 -.755541948
  29282.449 -4.69635767  .740647408
  29283.2001 -2.37620011 -.822494518
  29282.712  3.41024217  .193315788
  29282.2644 -2.38956224  1.12480619
  29282.6875  .452977106  .244170876
  29282.9057  1.78147428 -.209918916
  29282.3711  4.30105628  .902781939
  29282.3346 -3.1725459  .978641055
  29283.7529 -.919697724 -1.97312201
  29283.3071 -4.0217556 -1.0452071
  29283.2104 -3.60113891 -.843994269
  29283.4905  3.95763155 -1.42692975
  29282.9268 -1.6102012 -.253691497
  29282.0841 -4.34614906  1.50002566
  29283.0489 -1.01766171 -.507990572
  29283.2562  1.01072193 -.939270474
  29282.7557 -.340835184  .10235638
  29283.6969 -3.16737747 -1.85646586
  29281.8523  4.03724746  1.98247209
  29282.7859  .61726978  .0394853013
  29282.5573  4.75488726  .515207808
  29282.438  3.98722872  .763489929
  29283.3467 -1.9146661 -1.12766719
  29282.937  4.73679676 -.275090687
  29283.5002  2.87248557 -1.44719993
  29282.6588 -.801865593  .303945678
  29282.7095 -.467298871  .198427293
  29282.1461 -1.14267411  1.37110973
  29282.8501 -4.48168109 -.0942040386
  29282.3442  2.42625215  .958713142
  29282.4457 -.132903401  .74738155
  29281.9601  4.59409648  1.75818855
  29283.3313 -.281938563 -1.09558362
  29283.2331  4.01199596 -.891208863
  29283.7141  3.52083397 -1.89231178
  29282.2823 -2.39639361  1.0876276
  29282.3136  3.49614336  1.02243538
  29282.7346 -2.65070609  .146305603
  29282.141  4.07423336  1.38161732
  29282.166 -1.90069897  1.32967473
  29282.7432 -.538419576  .128227367
  29281.8676  1.27213119  1.95068333
  29281.9653  2.47656475  1.74720668
  29282.0813  3.15200471  1.50588414
  29283.1569  4.75065151 -.732713726
